1,1,2,10026,12080
2,2,1,10306,12418
3,3,2,8841,10652
4,4,1,9156,11032
5,5,1,7424,8945
6,6,1,4305,5187
7,7,1,3861,4653
8,8,1,9657,11635
9,9,1,4624,5572
10,10,1,7482,9015
11,11,1,5194,6259
12,12,1,6147,7407
13,13,1,5209,6277
14,14,1,8454,10186
15,15,1,4439,5349
16,16,1,9281,11182
17,17,2,2222,2678
18,18,1,4774,5753
19,19,1,8314,10017
20,20,2,2858,3444
21,21,1,6767,8154
22,22,1,6971,8399
23,23,2,5354,6451
24,24,1,5491,6616
25,25,1,4502,5425
26,26,2,2942,3545
27,27,1,8153,9823
28,28,2,9349,11264
29,29,2,6576,7924
30,30,1,4184,5041
31,31,2,5693,6860
32,32,2,3256,3924
33,33,2,5104,6150
34,34,1,4501,5424
35,35,1,2708,3263
36,36,2,4509,5433
37,37,1,10081,12146
38,38,1,8016,9658
39,39,2,7481,9014
40,40,1,3808,4589
41,41,2,10077,12142
42,42,2,9203,11089
43,43,1,10286,12393
44,44,1,6113,7366
45,45,2,4553,5486
46,46,1,8817,10623
47,47,2,9619,11590
48,48,1,9832,11846
49,49,2,10383,12510
50,50,2,7440,8964
51,51,2,4652,5605
52,52,1,9464,11403
53,53,1,9409,11337
54,54,2,3647,4394
55,55,1,4638,5588
56,56,2,6897,8310
57,57,2,6600,7952
58,58,2,2395,2886
59,59,2,8646,10417
60,60,1,4311,5194
61,61,2,7461,8990
62,62,2,3936,4743
63,63,2,2331,2809
64,64,1,7699,9276
65,65,2,9332,11244
66,66,1,5924,7138
67,67,2,4342,5232
68,68,1,4854,5849
69,69,1,10014,12066
70,70,2,6688,8059
71,71,2,7377,8888
72,72,1,4396,5297
73,73,2,3739,4505
74,74,2,2125,2561
75,75,1,7734,9319
76,76,1,2464,2969
77,77,2,8686,10466
78,78,2,2348,2829
79,79,1,3748,4516
80,80,2,10198,12287
81,81,2,4705,5669
82,82,2,5175,6236
83,83,1,4475,5392
84,84,1,5127,6178
85,85,1,5185,6248
86,86,2,4619,5566
87,87,1,9305,11211
88,88,2,9232,11123
89,89,1,7793,9390
90,90,2,5314,6403
91,91,2,8707,10491
92,92,1,6604,7957
93,93,2,2802,3376
94,94,1,10463,12607
95,95,2,4627,5575
96,96,2,9555,11513
97,97,1,4213,5076
98,98,1,7953,9582
99,99,2,8712,10497
100,100,1,2672,3220
101,101,1,10499,12650
102,102,1,4730,5699
103,103,1,3612,4353
104,104,1,9922,11955
105,105,1,2554,3078
106,106,1,4984,6005
107,107,1,2862,3449
108,108,1,9044,10897
109,109,2,2316,2791
110,110,1,4271,5146
111,111,2,6139,7397
112,112,2,8934,10765
113,113,2,4439,5349
114,114,1,8617,10383
115,115,1,8832,10641
116,116,1,7055,8501
117,117,2,7493,9028
118,118,2,5616,6767
119,119,2,9891,11918
120,120,1,2233,2691
121,121,1,7383,8896
122,122,1,4989,6012
123,123,1,8125,9790
124,124,1,6764,8150
125,125,2,6784,8174
126,126,2,4654,5608
127,127,1,3401,4098
128,128,2,10332,12449
129,129,2,5610,6760
130,130,1,9917,11949
131,131,2,5658,6817
132,132,2,9824,11837
133,133,2,3028,3649
134,134,2,10141,12219
135,135,1,8965,10802
136,136,2,7123,8582
137,137,2,9022,10871
138,138,2,2799,3373
139,139,2,6610,7965
140,140,2,8156,9827
141,141,1,9661,11640
142,142,1,3261,3929
143,143,2,4854,5849
144,144,2,3413,4113
145,145,2,4357,5250
146,146,2,9554,11512
147,147,2,2741,3303
148,148,1,6264,7547
149,149,1,4506,5429
150,150,1,3422,4123
151,151,1,10252,12352
152,152,2,7261,8749
153,153,1,5647,6804
154,154,2,8269,9963
155,155,2,5146,6200
156,156,2,3964,4776
157,157,1,4545,5477
158,158,2,9928,11962
159,159,1,5319,6409
160,160,1,4487,5407
161,161,2,6074,7319
162,162,1,4253,5125
163,163,1,3938,4745
164,164,1,10204,12294
165,165,2,7744,9331
166,166,1,7855,9464
167,167,1,8965,10802
168,168,2,5934,7150
169,169,1,3239,3903
170,170,2,5845,7043
171,171,1,8587,10346
172,172,1,9912,11943
173,173,1,2651,3194
174,174,2,7211,8689
175,175,2,5787,6973
176,176,1,7036,8478
177,177,1,7415,8934
178,178,1,6897,8310
179,179,1,2301,2773
180,180,2,8551,10303
181,181,1,9813,11823
182,182,2,6305,7597
183,183,2,4997,6021
184,184,2,5029,6060
185,185,1,5222,6292
186,186,1,9910,11940
187,187,2,2707,3262
188,188,2,9105,10970
189,189,1,9286,11188
190,190,1,5420,6531
191,191,1,9293,11197
192,192,2,6947,8371
193,193,2,6153,7414
194,194,2,8134,9801
195,195,2,3437,4142
196,196,1,6063,7306
197,197,2,7888,9504
198,198,1,4958,5974
199,199,2,5210,6278
200,200,2,3520,4241
201,201,2,8110,9772
202,202,1,8826,10634
203,203,1,4135,4982
204,204,1,3855,4645
205,205,2,10242,12340
206,206,1,4240,5109
207,207,2,4519,5445
208,208,2,4330,5217
209,209,1,5775,6958
210,210,2,7875,9488
211,211,1,2389,2879
212,212,1,2460,2964
213,213,1,10280,12386
214,214,1,7523,9065
215,215,2,8592,10353
216,216,2,10374,12499
217,217,1,8884,10704
218,218,1,3650,4398
219,219,1,5805,6995
220,220,2,9858,11878
221,221,1,4093,4932
222,222,2,7978,9613
223,223,1,2682,3232
224,224,2,2543,3065
225,225,1,9976,12020
226,226,1,2348,2830
227,227,2,4456,5369
228,228,2,4635,5585
229,229,1,9087,10949
230,230,1,3886,4683
231,231,1,7114,8572
232,232,2,6322,7617
233,233,2,3737,4503
234,234,1,7164,8632
235,235,2,9792,11798
236,236,1,6213,7486
237,237,2,9472,11413
238,238,1,2465,2970
239,239,2,3457,4166
240,240,1,6342,7641
241,241,2,5649,6807
242,242,1,9797,11804
243,243,1,7797,9395
244,244,1,9210,11097
245,245,1,9750,11748
246,246,2,8038,9685
247,247,1,7515,9055
248,248,2,2539,3060
249,249,1,7926,9550
250,250,2,9886,11912
251,251,2,9452,11388
252,252,1,8246,9936
253,253,1,8475,10212
254,254,1,9309,11216
255,255,2,5824,7018
256,256,1,2901,3496
257,257,2,9432,11365
258,258,1,9305,11212
259,259,2,6869,8276
260,260,2,6747,8130
261,261,1,6731,8110
262,262,2,9596,11562
263,263,2,9350,11266
264,264,2,9770,11772
265,265,1,7550,9097
266,266,1,10207,12298
267,267,1,10004,12054
268,268,2,2263,2727
269,269,1,5059,6096
270,270,2,2678,3227
271,271,1,6725,8103
272,272,1,8720,10507
273,273,1,5766,6948
274,274,2,8888,10709
275,275,2,3018,3637
276,276,2,8075,9730
277,277,1,3017,3636
278,278,1,4057,4889
279,279,2,8985,10826
280,280,2,7037,8479
281,281,2,7216,8695
282,282,1,8867,10684
283,283,1,3686,4442
284,284,1,5739,6915
285,285,1,2827,3407
286,286,1,9809,11819
287,287,2,10261,12363
288,288,2,4705,5669
289,289,2,9219,11108
290,290,1,2511,3026
291,291,2,9476,11417
292,292,2,5628,6781
293,293,2,6310,7603
294,294,1,6596,7947
295,295,2,7556,9104
296,296,2,2747,3310
297,297,1,9309,11216
298,298,2,8529,10276
299,299,1,9230,11121
300,300,2,8023,9667
301,301,1,3324,4005
302,302,2,5620,6772
303,303,2,2211,2664
304,304,2,7234,8716
305,305,1,3686,4442
306,306,1,2181,2628
307,307,2,3601,4339
308,308,1,7795,9392
309,309,1,4279,5156
310,310,2,7753,9342
311,311,1,3547,4274
312,312,1,6656,8020
313,313,1,3123,3763
314,314,2,2785,3356
315,315,1,3070,3699
316,316,1,4222,5087
317,317,1,7787,9382
318,318,2,5033,6065
319,319,1,3890,4687
320,320,2,6823,8221
321,321,1,5109,6156
322,322,1,7931,9556
323,323,1,3813,4594
324,324,2,7025,8464
325,325,1,7113,8571
326,326,2,5210,6278
327,327,2,4807,5792
328,328,2,2987,3599
329,329,2,3261,3929
330,330,1,5822,7015
331,331,1,1537,1852
332,332,1,3285,3959
333,333,2,3789,4566
334,334,1,4526,5454
335,335,2,5993,7221
336,336,2,6177,7443
337,337,1,4022,4846
338,338,2,6093,7341
339,339,2,6576,7923
340,340,1,3125,3766
341,341,1,5689,6855
342,342,2,5709,6879
343,343,2,3544,4271
344,344,2,6068,7312
345,345,2,4267,5142
346,346,2,6716,8092
347,347,1,3667,4419
348,348,2,3933,4739
349,349,2,6752,8135
350,350,2,5245,6320
351,351,2,7765,9356
352,352,1,4599,5541
353,353,1,6279,7566
354,354,1,2605,3139
355,355,1,7098,8553
356,356,1,2636,3176
357,357,1,6897,8310
358,358,2,6310,7603
359,359,2,6947,8370
360,360,1,4967,5985
361,361,1,7151,8616
362,362,2,5917,7129
363,363,2,2057,2479
364,364,1,2428,2926
365,365,1,2999,3614
366,366,1,1294,1560
367,367,1,6044,7283
368,368,2,4916,5924
369,369,1,2996,3610
370,370,1,6059,7301
371,371,2,3375,4067
372,372,1,3434,4138
373,373,1,2233,2691
374,374,2,2501,3014
375,375,2,3572,4304
376,376,2,5447,6563
377,377,1,2722,3280
378,378,2,7560,9109
379,379,2,7321,8821
380,380,2,6830,8229
381,381,2,1472,1774
382,382,2,6815,8211
383,383,1,2545,3067
384,384,2,4523,5450
385,385,2,3671,4423
386,386,1,2221,2677
387,387,2,5052,6087
388,388,2,5858,7058
389,389,2,5319,6409
390,390,2,5158,6215
391,391,1,2123,2559
392,392,2,1387,1672
393,393,2,7801,9399
394,394,1,6568,7914
395,395,1,4418,5323
396,396,2,3689,4445
397,397,2,7896,9514
398,398,1,5802,6991
399,399,2,3061,3688
400,400,1,1977,2382
401,401,2,3351,4038
402,402,2,7281,8773
403,403,1,7723,9306
404,404,2,3746,4514
405,405,1,2995,3609
406,406,2,6275,7561
407,407,2,6899,8313
408,408,1,2946,3550
409,409,2,4316,5200
410,410,1,7275,8766
411,411,2,4057,4888
412,412,2,6777,8166
413,413,2,5998,7227
414,414,1,2307,2780
415,415,2,2886,3478
416,416,2,1929,2325
417,417,1,6250,7531
418,418,1,7305,8802
419,419,1,2590,3121
420,420,2,2844,3427
421,421,1,5918,7131
422,422,2,2995,3609
423,423,1,3231,3893
424,424,1,7110,8567
425,425,2,3844,4632
426,426,1,4834,5825
427,427,1,6174,7439
428,428,1,2573,3100
429,429,1,2415,2910
430,430,2,3563,4293
431,431,2,6200,7470
432,432,1,4099,4939
433,433,1,1289,1554
434,434,2,1402,1690
435,435,2,1762,2123
436,436,1,8008,9649
437,437,2,4257,5129
438,438,1,7498,9034
439,439,2,7552,9099
440,440,2,2373,2860
441,441,1,4638,5588
442,442,2,1922,2316
443,443,2,4612,5557
444,444,1,4848,5842
445,445,2,5760,6940
446,446,2,7692,9268
447,447,1,3511,4231
448,448,2,3850,4639
449,449,2,1296,1562
450,450,1,2929,3529
451,451,1,7451,8978
